	0
PFKFB4	0.16759238839087495
PRKCE	0.16575852446086417
KLHL6	0.16516692044845918
NEUROD2	0.1649528567712353
RAP2B	0.1647147998820516
CLDN1	0.16457819270922558
TM4SF4	0.16451600447824086
SLC11A1	0.16370965028178366
P2RY12	0.16352802124589294
GPR87	0.16308098905912585
ST6GAL1	0.16139343639992682
WNT6	0.1611541962282512
RTP2	0.16079565933052245
SUCNR1	0.15917964394701523
PPM1L	0.1584551402781729
PEX5L	0.1570399385539116
PTX3	0.15697066563093387
RARRES1	0.1568172739765347
NLGN1	0.15678568045048244
CPA3	0.1565643738692466
RCAN1	0.15581029135490287
MCC	0.15577687498471052
RTP1	0.15548662244737077
SLC9A3	0.15514519023937004
SHOX2	0.15457506426314307
SLITRK3	0.15431981182626273
CLDN11	0.15405658061720826
NAALADL2	0.1532365021977496
EGF	0.15311180332749363
CAMK2A	0.15245117404794542
RAC2	0.15225252974799816
RTP4	0.15209264759412702
IL6	0.15187857861977494
CLDN16	0.15184311509476356
KCNMB2	0.15170447332214
SERPINI2	0.15129703912521217
JAK3	0.15099632700125873
CYP2C9	0.150993014098122
CXCL8	0.1501873306255269
FAM43A	0.14975010978316425
SERPINI1	0.14898745461507892
RPL22L1	0.14690522548384158
PLCH1	0.1455037941561979
TNIK	0.14548793574477686
GP5	0.14409111324427495
PDGFRB	0.14355203001247369
RAD51	0.14282834842626216
ATP13A4	0.1420259017874169
LIPH	0.14197651958717003
ARHGEF26	0.14169057846980282
IGSF10	0.14163830772625452
ACRV1	0.14143096698486737
C3orf80	0.1411802109059411
PLEK	0.1410996442056495
HTR3C	0.1410630654982889
ATP13A5	0.14105868334509258
TMEM207	0.14078039789754093
INPP5D	0.14065879610133794
PRL	0.1401564098197856
WDR49	0.1401086853313453
E2F1	0.13987444515045447
TOP2A	0.1397122885893854
SLC7A14	0.13949121802509087
ACTA2	0.1389488864534055
SLC51A	0.1388471891125611
SCHIP1	0.13872977187130991
PIGZ	0.13815024677114357
CAMK2N2	0.13734701006254318
PRKCG	0.13696622963980784
CRYGS	0.13678664120486822
NRXN1	0.13670363755417506
VWA5B2	0.13627642046757665
LRRC31	0.13609650287229827
TM4SF19	0.1353723506340647
RRM2	0.13464691109894478
TACR1	0.13418439471758734
LEF1	0.13401419739931755
WNT1	0.13381046640276772
PAX7	0.13366861293106683
GAD2	0.1335284360787017
TNS2	0.13343880200626643
PDCD1	0.13283491705366474
PDGFRA	0.13251954918981732
HCK	0.13093342076114983
HTR6	0.12956770455063865
PDGFB	0.12900775070073875
ALDH6A1	0.1282690500002553
TYROBP	0.12764329605935684
ZAP70	0.12515738643883023
CHRND	0.1247665613853467
RET	0.12468177918977409
CD44	0.12272765697991078
EGR1	0.12218552445703464
MYOD1	0.12166853298058108
CENPA	0.12154356314315956
PKLR	0.12152161234234163
DAO	0.1212779118567834
TCF4	0.12040425194663537
ACTG2	0.11989537159379891
FGR	0.11968604196148626
HSPA6	0.11877234056391486
ITM2C	0.11810335875190799
GFAP	0.1177484843513678
AGXT	0.11735307480637752
GRIN2A	0.1172456725843265
FGFR2	0.11678569494540698
MYCN	0.11644096836486002
FOXA1	0.11568276237602101
KRT2	0.11548006005152808
PLAUR	0.11543534617118728
IFNG	0.11506285581125708
ITGB2	0.1146783158213312
NTRK1	0.1142824594151416
ITGA2	0.11375696498796313
SOD2	0.1135642195902279
TUBA1A	0.11338280422897609
REG3A	0.11261382221504884
WNT11	0.11246746935913507
ADCY2	0.1123295114816913
IGFBP5	0.11220512124012433
SERPINA4	0.1117348088682474
CDKN1A	0.11156134402331666
PTPRN	0.11155599966411688
TERT	0.11119558051088424
GRIN1	0.11106312200521784
CIDEA	0.11080452486011502
HJURP	0.11078225789424558
TTPA	0.11059550328262983
DES	0.1097904693215545
FSHR	0.10978034679957022
KIF5A	0.1095226839919204
SFN	0.10943531281885112
HSPA2	0.10943363888284546
CASP1	0.10931922999870597
SLC22A23	0.10905250830338933
MMP9	0.10894114882352053
FXYD3	0.10810477714424009
TMC5	0.10792031718894747
LEP	0.10782939467880498
MADCAM1	0.10759620489250613
BRCA1	0.10733426568191852
PRKAA2	0.10671661375315826
AQP2	0.1066831799265869
CD34	0.10666864676276085
PLCB2	0.10666522052376312
CDH18	0.10634110032808892
SLC8A1	0.10617355156496824
CD86	0.10606454018163901
CXCR4	0.1060489864838795
CXCL12	0.10572390119885257
AR	0.10552767844466512
VIM	0.10552368984026979
GNG7	0.10549502959514984
ACTL6B	0.10529000294314529
OLFM3	0.10524567876824027
KIT	0.1049317889312765
ALDOB	0.10476633535218129
LAPTM5	0.10471917538089626
NCAPH	0.10434963322704764
FOS	0.1042248127128614
LMO2	0.10412022499022144
GALNT12	0.10407204056023554
FGF18	0.10404409695922939
PITX3	0.10374807689246185
GRM1	0.1037326170394314
ATP2B2	0.10370985514363473
REG1B	0.10347715908874101
EMX1	0.10347113582670855
CPNE6	0.1034536609748479
CDH1	0.10339694241637717
COL4A3	0.10308538942904456
SNAP25	0.10301745934172148
SERPINA1	0.1027819422786053
GNA15	0.1025343845979005
SERPINE2	0.10239202738248374
CD48	0.10211798143225825
DNA2	0.10161559157852729
GBX2	0.10134458468629305
CAT	0.10128667811689497
SERPINC1	0.10091352037314547
THBS1	0.100770635606052
SCN10A	0.10038208110743782
SLC7A9	0.10035750129690761
RUNX1	0.09973832315623243
WNT8B	0.09954757769176277
NOS1	0.09924492913737602
IGFALS	0.09868533959928637
TRIP13	0.09866465153569194
IFNA14	0.09858937375311476
PXDN	0.09833623006612566
ADCY1	0.09826031807648493
ANXA1	0.09802378596637644
MYH11	0.09791108452345272
PTGS2	0.0978339290772931
SFTPB	0.09760394114479336
NOS1AP	0.09759866310979054
FABP1	0.09719981819910221
ECEL1	0.09681184242509742
PIK3R5	0.09676110306095147
VAV1	0.09651952112467524
HABP2	0.09634282964488879
CDX2	0.09621502343039151
ARRB2	0.09611573297145169
KDR	0.09591882931736806
IL10RA	0.09578762051625522
WNT5A	0.0954785642382457
NTRK3	0.0954664727818553
VCAM1	0.09545571567923508
ATP10B	0.0954503895051431
CTSS	0.0954312309214239
TRAF2	0.0950764741197957
MMP11	0.09490915071693952
AURKB	0.09471273319829264
AURKA	0.09464518821752399
TNS1	0.09460787706923438
IFI30	0.09459653735615607
TRIB2	0.0945920164260503
VIL1	0.0945491208615868
EMILIN1	0.09448188419132593
ARL4C	0.09447909515930095
GNG13	0.09439093617389403
KHK	0.09424004615633191
AMPH	0.09403758445949398
CSF2	0.09402307638453532
PSG1	0.09371476960859151
GNGT1	0.09369068004690895
PLAU	0.09357528625793768
INSRR	0.09355747770947392
PIGR	0.09354499575056474
CORO1A	0.09343352499648083
CSF3	0.09338326411574527
SYT1	0.09331715065743201
EGR4	0.09312301646042447
NCR2	0.09274247400081788
CDC25C	0.09272216498671706
FCER1G	0.09268394390404613
CER1	0.09265248042259266
HK3	0.09254890269932564
ERBB4	0.09244708216943145
SLIT3	0.0923774304671731
GCG	0.09231563216482151
FOXM1	0.09197211293266691
CD14	0.09195609075106331
ATP2A1	0.09187891111435137
NR0B2	0.09170703526624378
UBE2C	0.091405240810732
PLG	0.09136667690330548
TEK	0.09129227334189755
FASLG	0.09106554159010201
GSTM5	0.09100846088617562
SPATA3	0.09094068110193564
CYP3A4	0.09093722824053933
NPPA	0.09083518238972088
PITX2	0.09078467312202605
CAMKV	0.09076816209296824
IGF2	0.09066018015197243
TIMP1	0.09057159665542362
COL4A4	0.09054550172315043
DAW1	0.09045936161142328
HMMR	0.0902652434499621
UGCG	0.09017152781382555
ADAMTSL2	0.08996056515046576
SLC12A5	0.08965550964675384
APOC3	0.08951258775609292
TPO	0.08948690064613936
CDC20	0.08945642173676117
VCAN	0.08927151200281892
HSPB1	0.08922783485942001
CCNB2	0.08865103061234296
CAPG	0.0886227723282023
SLC7A7	0.08836546595265463
ZMYND10	0.08831325652357534
C3	0.08817676963131445
EPAS1	0.08809595151323166
PON1	0.08802537617622277
HLA-A	0.0879687752405626
NUSAP1	0.08794652956526415
ATP1A2	0.08790037464234507
CALML3	0.08769595241333608
SLC22A13	0.08727293691889315
HMOX1	0.08717296386891445
ATP12A	0.08704276966936872
MCM7	0.08703847891495946
CD8A	0.08698306411160109
EFEMP1	0.08667027824814462
WNT2	0.0866486620662201
CDKN3	0.08650905641968723
WNT10A	0.08649799230639878
HTR3A	0.08649274119241566
NEK2	0.08646848525930606
GPR50	0.08636243547004524
LTBP1	0.08635786551436567
IL4	0.08633302714321946
ACTC1	0.08628699005346467
GRM3	0.08625512549208772
CD80	0.08608802092521894
PTH1R	0.08572997223799349
HK2	0.08572500811767093
TACC3	0.08556158595785525
PDE4C	0.08551875080186294
TSHB	0.08551238249500676
HGF	0.08548977237199007
HMX1	0.08524515414344903
DCN	0.08518331934937125
NPY2R	0.08489800446033928
DRD4	0.08481745728191344
TCF7L1	0.08476213873878596
BCL11A	0.08469016657229099
SPTB	0.08454548531275109
FLT4	0.08454157726574155
EPO	0.08448122288992782
PBK	0.08445391951706928
HBEGF	0.0844463232609343
ITGAM	0.08436869990050369
EZH2	0.08431060914507994
HMGCS2	0.0841545174045603
EMP3	0.08396206484993445
ITGAX	0.08376151302433534
TLX2	0.08373387518843811
SCD	0.08367426889573683
CASR	0.08360425692756321
SLC12A3	0.08336941580780083
KNTC1	0.0833413313734726
RNASE6	0.08326529003229266
IGFBP2	0.08322473770422541
SCG2	0.08301021088841538
CHRNA4	0.08291016735055015
CCNA2	0.08289967499582927
CALB2	0.08272668327034498
PTTG1	0.08269425277156493
TLR2	0.08259844514397621
TBX5	0.08240795406929212
ANXA4	0.08230529510088763
ASIC4	0.08226726712798174
MLPH	0.08224575414298801
CD37	0.08212938376793061
GNLY	0.08167126196421981
SLC6A4	0.08166460257590459
PPP2R2B	0.08132662385715228
DRC1	0.08107488062686527
OTC	0.08102372676015294
AQP5	0.08100956697092636
SLC1A2	0.08090092249170247
KIF20A	0.08070950540106843
LMNB1	0.08067171180611662
GLP1R	0.08066105019344792
IL2	0.08061563685674596
MYT1L	0.0805862148732734
ART1	0.08031176892094492
TUBB4A	0.08027305152182959
ATP1A1	0.08012638658819586
SPP1	0.08004227482035947
PRRT2	0.07998991086896978
FLT1	0.07991521694066497
RUNX3	0.07987550726807056
PRELP	0.07986939915262736
SPI1	0.07986095113450903
DNASE1	0.07986037664873093
MMP14	0.0796588475475054
ELF3	0.07957555039605427
GAPDHS	0.07955490917126307
CTNND2	0.07952812283427248
CNTFR	0.07952059314767784
OTOF	0.07951970138984076
GABBR2	0.07938248508861168
CXCL1	0.07935605688040843
FZD7	0.0792804455260309
PLAT	0.07920143926727292
MICAL1	0.07920016025207974
CRP	0.07919593009242347
ECHS1	0.07916513075809872
UGT1A6	0.07891347054654947
GABRG2	0.07887943779135298
ALLC	0.07885302900833215
GRM5	0.07881138080437555
CACNA1E	0.0787307720356237
MELK	0.07870429343135235
TM4SF5	0.07860909892062717
TIMP3	0.07859386087723672
ALK	0.0785681826576594
TGFBI	0.0785237181822645
UGT1A1	0.07848554000588776
NCF4	0.07844725279282252
SNED1	0.0784211966549523
GRIN2D	0.07840783564108106
FCGR2A	0.07834408526621223
FSTL4	0.07833045999542196
PTGER3	0.07831037541478647
KRT31	0.07821712179886407
IDH2	0.07803260134028578
MAPK8IP3	0.0778889453344051
TBXAS1	0.07780517760471022
SFRP1	0.07766155877989375
TMSB10	0.07764287057787929
PTAFR	0.0775099769812529
IL12B	0.07749212179116549
MYB	0.07747393226940102
EVX1	0.07734303684888923
CDK5R2	0.07729893912709651
C3AR1	0.07727704688786256
GCKR	0.07718709153479955
HSPG2	0.07703750583213263
NCF2	0.07688915847326201
PECAM1	0.0768798491970129
APCS	0.07687768453278598
ABCA12	0.07678050916391212
SHH	0.07661418772568804
GJB3	0.0765760207732175
CEBPB	0.07650440916516127
CYP4A11	0.07616361019156016
CYP17A1	0.07615687783428347
SYT5	0.07608216696154796
CDC6	0.07605087236060877
BUB1B	0.07603905182113416
CCL5	0.07602097992634299
LINC01565	0.07592917481457832
CD3D	0.07592018654856196
TYMS	0.07586792609872746
C2	0.0757516294462593
SLA	0.07570282135538234
CD53	0.07557750383133131
DUSP1	0.07540439598104862
HTR2B	0.07534407386952918
NDC80	0.0753430115578343
ATP6V1B1	0.0751523112542333
KRTAP5-8	0.07515178521604378
FAS	0.0751354557018941
STAT4	0.07497634272604435
TTK	0.07496822481899103
A2M	0.07482525547433948
SORD	0.07480409427469911
BUB1	0.0746559000347614
FGF1	0.07462640036693483
GRM8	0.07461355013072386
LUM	0.07451609214793133
AXL	0.07450847140102827
EPCAM	0.07449283697248958
PI3	0.07440212757903614
ACTL8	0.07428500186191267
CCR5	0.07400113464430737
ADRB2	0.07398485886483963
UGT1A9	0.07393961411236778
ADCY7	0.07393737231250734
DRD1	0.07393501310903577
RAMP1	0.07390093550170555
SLC6A2	0.07379247409338786
SLC22A6	0.07377862765851789
SNCB	0.07359544690124642
ADH1B	0.07352927035065313
SMC1B	0.07346233377950812
NAT8	0.07342685513483706
DUSP2	0.07342569888806146
LY96	0.07333316199190719
ADH6	0.07328226038626537
MGP	0.07324267264026416
TMPRSS6	0.07322394395720179
ADRA2B	0.07319875407836858
NR1I2	0.0731939327422776
LNX1	0.07314784375803046
UMOD	0.07309582905276045
MSI1	0.07303939325325062
PTCRA	0.07299281928578649
OTX1	0.07293365155885743
INA	0.07283652923525245
UGT8	0.07279895674892162
IL20RB	0.07278182780254686
ACSL6	0.07275596575728008
TAGLN	0.07231022779430096
ASB18	0.07225555347040197
SULT4A1	0.07223865288036962
VWA3B	0.072185402213779
FSHB	0.072122349217201
GPBAR1	0.07205521995487481
CEP55	0.07203858442752874
UGT1A8	0.07186889834546513
LYZ	0.07178991438100439
ADH1A	0.07170648754000761
HTR1B	0.07169418834804694
UGT1A3	0.07155342796678536
CR1	0.0715341294251275
PRODH2	0.0714911841748499
IFNB1	0.07147472857293934
FBXO41	0.07140992881084236
GJB4	0.07137697165743163
RXFP3	0.07127785932309255
ASS1	0.07122233898856696
LRRTM1	0.07117354759482042
CEACAM1	0.07113092768750869
LST1	0.07110766577769112
SLIT1	0.0710380402847703
RAX	0.07101377433350922
NOTCH3	0.07100949491002576
GABRD	0.07099258238095117
DNM1	0.07099061327324564
ERN2	0.07093750521670099
ISL1	0.07092262252561331
SHBG	0.07086773029893453
HOMER3	0.07081047103778979
DTL	0.07080503020810006
KCNS3	0.07079999174221388
SELPLG	0.07077770020587705
GNG8	0.0707404982484933
THEMIS2	0.07072814525136033
LHB	0.07070041263774579
SULT2B1	0.07037491231819265
NEURL1	0.07034886901327465
ACSL1	0.07027791034023977
ARHGAP9	0.0702334679114917
POLE2	0.07017605698339316
SPAG5	0.07016101668439181
BIRC3	0.07015271383981775
NTRK2	0.06994168901593016
PKMYT1	0.06981452170075482
HSD17B6	0.06978172498596652
CD52	0.06967664148627288
PKDCC	0.06954853987242897
BDNF	0.06953786604521209
RHAG	0.06946155548147928
SIGLEC7	0.06932770074255752
SCT	0.06930929050331623
UGT1A5	0.06920340070417036
CHEK2	0.06919761197210429
EFHD1	0.06916477856557407
WNT10B	0.06913817606188842
GABRB2	0.0691212535761681
PBX1	0.06904328702409039
NOS3	0.06900247963918099
S100A9	0.06884319896574478
KLHL3	0.06884135175661217
SLC17A7	0.06874828489597362
GPR65	0.06874528913901418
ANXA2	0.06869295749237535
OPRD1	0.0686928207005939
REG1A	0.06863578166403314
CNGB1	0.06846154298958906
LECT2	0.06844976771426356
KIF2C	0.06841538510196192
OIP5	0.06833328228647274
TBXA2R	0.06831958526336783
DOK1	0.06828021298633002
CYP2B6	0.06812780301371961
CRYBB1	0.06798934447091075
CNMD	0.06790840476052866
SLC5A2	0.06781917915702561
LGALS3	0.06779090267149582
PRKAG3	0.06773717273371188
CNR1	0.06768662796367951
KRT75	0.06768326655283885
CDH5	0.06762498057094292
CDC45	0.06758537682949954
TEX11	0.0674988201779716
EXO1	0.06747932528533948
KCNA1	0.06745833043043258
RHOJ	0.06745566520581604
PRSS3	0.06739823767932566
MYH7	0.06739063479445123
GABRA4	0.06737418252453901
SLC1A6	0.06726555730915536
SLC34A1	0.06721217763505392
ALDH1A1	0.06718746704243676
TBR1	0.067124302330224
LRRTM4	0.06710880466242206
CLCNKB	0.06707746718932606
MYBL2	0.06700647605787925
ADCY4	0.0666827218380877
LGALS1	0.06658174838340834
MSX2	0.06657917320158192
CALCA	0.06654756455586927
DPEP2	0.06653183207761554
HGFAC	0.06650177231506718
ACACB	0.06649104645208519
CA1	0.06636762228960542
HSD11B1	0.06636534397869702
PIPOX	0.06635567428861995
KCNQ3	0.06631055332614973
PRKG1	0.06630514254477582
HAVCR1	0.06627239971580381
PCYOX1	0.06623660099902014
ALDH4A1	0.06612687299826377
TYR	0.06603558868110102
CDC7	0.06603203051150144
SOX11	0.06601469003707428
EDNRA	0.06588647019468966
CD8B	0.06584381939831431
DLGAP5	0.06580344150248234
NCAPG	0.0657733201894358
LRP1B	0.06576589668837327
CDH11	0.0657626519764183
KIF14	0.06571609296397353
PCDH1	0.06569876623373772
APOBEC1	0.0656840714793546
CDH10	0.06566066184797383
CACNA1S	0.06549747845298727
ALDH7A1	0.0654251554749156
GFRA3	0.06528294125932664
OAT	0.06517717097579362
CENPE	0.06514801925332606
GP2	0.06513223252984011
FOXF2	0.06512458913618893
FOXH1	0.06508427265347039
GPC3	0.065075202639193
GPR182	0.06507123252329454
DOCK2	0.06505626359205732
SELP	0.06496183083640794
CCL19	0.06491937079120451
SLC22A8	0.06489619440160817
CDCA8	0.06478642412212895
MKI67	0.06475910378215127
CD163	0.06475792872565175
HLA-B	0.06475400959608792
TRPM8	0.06455657937179203
NMU	0.06454654705719372
GTSE1	0.06437243319662157
RAD54L	0.06436944897677951
PKP3	0.06421808362806442
CYP26B1	0.06419913610220133
ESRRB	0.06412983102704456
CENPF	0.06409483374452188
RAMP3	0.06405235060895935
SERPINH1	0.06404248726304795
GDF5	0.06402945507235745
REM1	0.0640280263486083
ALDH3B2	0.06392638895931586
SYNGR4	0.0639193188694746
HORMAD1	0.06386331119096708
SLC12A1	0.0638570914490102
TPX2	0.06381944079923481
KIFC1	0.06378558702562585
MMP7	0.06370571308174772
CDH2	0.06364317620577475
PTPRT	0.06342195988865679
ENKD1	0.06341256017451775
C1QB	0.06338124397083318
CLDN10	0.06336248613149209
LAD1	0.06334004903958121
FGL2	0.06328307332794077
ADH4	0.06324608956265215
MOGAT1	0.06324432314632994
TGFB2	0.06324038011526638
LMX1B	0.0632156987538243
NKX2-5	0.06320212994592964
CLU	0.0631221779876341
MPPED1	0.06310074220315151
DAB1	0.06305281281696544
QPCT	0.06303060149624357
PLD2	0.06300256049772127
FPR3	0.06297445601545702
CYP11A1	0.0629054411508836
COL9A1	0.06290123337646902
ADI1	0.06288394507734227
HCST	0.06286218954297162
ANK2	0.06284479003772761
NNMT	0.06268017311389584
BLM	0.06267514314597629
FMO4	0.06266129150596021
BCL2A1	0.06264077189556613
CEBPA	0.0626366746550018
MTNR1B	0.06260908752530778
HES6	0.06257695242227293
NKG7	0.06242264646427961
SLC8A2	0.062380001743782866
PYY	0.06237937387011094
CKM	0.06217691653051282
FBLN1	0.062089420206404886
CAMK1G	0.061922001039781155
DLG2	0.06189611564794915
CDH4	0.06182916906541562
VGF	0.0617957176633897
ROS1	0.061782356777374516
NPPC	0.06173650232035542
TROAP	0.06172195594806106
DDB2	0.06167814813417182
F11	0.06164878446220287
SH3YL1	0.06161425128351961
RHOU	0.061607721918033445
HPD	0.06155790346401197
CCK	0.0615484402122915
PTGER1	0.06149553057079832
NPY5R	0.06138710651735647
SFXN5	0.061362878263297026
GZMA	0.06131766339808889
CDC42EP3	0.06131745456517637
GATA4	0.061308281718852484
PID1	0.06129819115717231
LHX5	0.06120128876697394
FGF9	0.061193006168295185
KIF15	0.0611300380140804
OPHN1	0.06089411642434345
CTSK	0.06076353779862584
KIF4A	0.060760308293775656
MYO1A	0.06071704326846346
CHST4	0.06068095632848837
KCNQ1	0.06067220752682807
GBP2	0.06066130529808749
SH3BP4	0.060609318926357444
IGFBP3	0.06058455353894713
LY86	0.06057917244006004
CYP1A2	0.06051245818182
IL4R	0.06042370212571316
ENTPD2	0.06038406669006298
CACNA1C	0.06033462703960922
HPCA	0.06028936779584622
TIE1	0.06024127312256649
UBE2T	0.06024100323863369
IL18	0.060222113472040165
CRYAA	0.060219647253956864
KRT83	0.06021099021902303
CD2	0.060204339798074255
GPR12	0.06019735053082999
NME1-NME2	0.060099273167006154
CES3	0.06003177998442395
UCN	0.06001144613668006
TTR	0.06000165143809833
SPAG6	0.06000093226050754
LTBP2	0.059962013903964884
THY1	0.05988596102056641
ASCL1	0.05985436732530359
LBP	0.05985134799549712
LY6D	0.059654623418020844
DQX1	0.05960831427814834
C2orf72	0.059602954617835144
BCAN	0.059588989782041385
LCN2	0.059571241737998784
NCKAP1L	0.0595693253140295
RPS2	0.05954311023544703
VSX1	0.059516830481272716
GRK1	0.05943501301821623
SLC24A2	0.059424998324329924
RND3	0.059396861896592254
ARPC1B	0.059395255105355364
ALOX5AP	0.05936722745324609
CDH17	0.05936597899489256
TREM1	0.05935882241035726
FGF7	0.05930040254847804
EDAR	0.0591828797590832
CDH3	0.05911125801978012
ADAM2	0.05910691606364827
SLC23A3	0.05908901190556061
GPX3	0.05898547526071685
OR12D2	0.05896789979824306
PCLAF	0.058905811028348055
PSTPIP1	0.05889356488677848
GPT	0.05888920204801364
PDF	0.05886110126146408
CLEC7A	0.05884792351438891
KRT1	0.05873233566136604
DNER	0.058688432330098385
LRRC32	0.058684720674653065
F13A1	0.05862712327577645
ABCG2	0.05861966441450125
PLCB1	0.05861176751719917
F3	0.05860488113973144
ATP4B	0.058601072614614114
GATA3	0.05856426459830212
CAPN13	0.058400447928107134
ASAP2	0.05836602349359642
HAO1	0.058314400628282526
THBS2	0.05821063118509929
KLF1	0.05820058385236313
LBX2	0.058038060972209246
RSPH6A	0.058019483956690605
CYP2C19	0.058000716601135614
ACHE	0.05798613389389391
BDKRB1	0.057976559903868526
TAP1	0.05797129746363279
ASPM	0.0579279167521215
HLA-DQB1	0.057807033815069804
ARHGAP11A	0.05778425887978144
AGTR2	0.05776629620464228
OTOS	0.05771820916675532
IRX1	0.05770133540006055
FOXO1	0.057692530101581464
HAO2	0.05763415089979672
CXCR6	0.057512973482118056
SIX1	0.05749083593352733
HPCAL4	0.05745617760163677
TREM2	0.05745088821857293
EGR2	0.057391116289071994
KRT17	0.057275696234449495
PLIN1	0.057269582393427644
GPX1	0.057264598285348266
ENG	0.05726233485458556
RUFY4	0.05723370680778216
LGALS9	0.05722827119646598
FCGR2B	0.05713538157634499
AHR	0.057132268513779505
PAX5	0.05712910555691874
C1QA	0.05710370090172227
GJB1	0.057024965152334614
SPHKAP	0.056974729708762356
FANCI	0.056962802426354854
A1CF	0.05682493627168074
WEE1	0.05676713905642572
GATA2	0.05671628752138663
MUC5B	0.056714824613862555
IL1A	0.05671425097708937
BMP1	0.056695255528358794
PSMB9	0.05667762940798008
BMP5	0.056676586965312276
HLA-DPB1	0.056627471425145785
NEU4	0.05654050990019963
